name;popularity;releases;age;loc;cbo;dit;lcom
Crouton;3028;8;10;1454;5.0;3;1.0
logging-log4j2;3025;0;9;166564;4.0;55;1.0
android-viewbadger;3022;0;11;563;2.0;3;0.0
WePush;3013;50;5;20209;3.0;7;1.0
android-process-button;3013;1;8;941;4.5;4;1.0
shopizer;3009;18;10;53577;4.0;6;2.0
Carbon;3008;2;8;38604;3.0;7;1.0
SlidingRootNav;3006;1;5;971;3.0;4;0.0
dexcount-gradle-plugin;3006;21;7;2472;3.0;4;1.0
LikeButton;3001;14;7;781;4.5;2;1.0
DraggablePanel;3001;10;8;1975;4.0;3;1.0
AndroidChromium;3001;2;6;139119;3.0;21;0.0
booksource;3001;0;6;4992;2.0;3;0.0
react-native-fbsdk;2996;22;7;1241;5.5;4;1.0
RoaringBitmap;2996;9;9;71413;5.0;7;1.0
yuicompressor;2993;1;14;6075;2.0;4;8.0
linkis;2989;28;3;74434;2.0;6;1.0
spotbugs;2988;57;6;192872;2.0;15;0.0
bundletool;2988;50;4;49790;7.0;29;6.0
DeepLearning;2983;0;10;1083;4.0;2;0.0
MultiImageSelector;2981;2;7;1425;3.0;2;0.0
jwt-spring-security-demo;2976;3;6;549;4.0;2;0.0
light-task-scheduler;2974;29;8;45904;3.0;6;0.0
AxonFramework;2973;109;11;120337;4.0;16;0.0
helidon;2972;70;4;293831;4.0;28;1.0
guide-rpc-framework;2969;0;2;1560;4.0;4;0.0
RealtimeBlurView;2969;0;6;676;4.0;5;0.0
robospice;2968;1;10;14955;4.0;8;0.0
Nuwa;2964;0;7;130;3.5;2;0.0
react-native-notifications;2961;24;6;1543;4.0;3;1.0
WebCollector;2958;0;8;4617;3.0;9;1.0
optaplanner;2944;0;12;154569;5.0;23;1.0
AndroidTreeView;2939;0;8;2145;4.0;3;0.0
IntelliJ-Key-Promoter-X;2938;23;5;1124;5.0;6;0.0
Digital;2936;34;6;75583;4.0;36;0.0
AndroidTVLauncher;2935;3;6;1086;4.0;3;0.0
Bastillion;2929;17;10;5129;4.0;3;3.0
ReLinker;2927;12;7;1224;2.0;4;0.0
jabref;2927;37;9;;;;
novel-plus;2923;19;2;13994;3.0;4;0.0
curator;2920;0;9;47366;3.0;7;0.0
marshalsec;2919;0;5;2207;6.0;5;1.0
android-vision;2915;0;7;5812;3.0;3;0.0
ShadowLayout;2914;27;3;2056;4.0;2;1.0
yacy_search_server;2911;0;7;154101;4.0;10;0.0
ftgo-application;2911;0;5;6868;3.0;5;0.0
